Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
backhanded,backhand,VERB,backhanded,backhanded,Adjective,1,Step 1: SUBTLEX-UK,backhanded,False,backhanded
backpedalling,backpedalle,VERB,backpedalling,backpedal,,1,Step 1: SUBTLEX-UK,backpedal,False,backpedal
backpedals,backpedal,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,backpedals,False,backpedals
backrest,backr,ADJ,backrest,backrest,Adjective,1,Step 1: SUBTLEX-UK,backrest,False,backrest
backslapping,backslappe,VERB,backslapping,backslapping,Noun,1,Step 1: SUBTLEX-UK,backslapping,False,backslapping
backswing,backswe,VERB,backswing,backswing,Noun,1,Step 1: SUBTLEX-UK,backswing,False,backswing
backwashing,backwashe,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,backwashing,False,backwashing
backwoods,backwood,NOUN,backwoods,backwoods,Noun,1,Step 1: SUBTLEX-UK,backwoods,False,backwoods
bacteria,bacteria,NOUN,bacteria,bacterium,Noun,1,Step 1: SUBTLEX-UK,bacterium,False,bacterium
bade,bade,NOUN,bade,bid,Verb,1,Step 1: SUBTLEX-UK,bid,False,bid
badlands,badland,NOUN,badlands,badlands,Noun,1,Step 1: SUBTLEX-UK,badlands,False,badlands
bafflers,baffler,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,bafflers,False,bafflers
baggiest,baggy,ADJ,baggiest,baggiest,,1,Step 1: SUBTLEX-UK,baggiest,False,baggiest
baileys,bailey,NOUN,baileys,baileys,Name,1,Step 1: SUBTLEX-UK,baileys,False,baileys
baiting,bait,VERB,baiting,baiting,Verb,1,Step 1: SUBTLEX-UK,baiting,False,baiting
baked,bake,VERB,baked,baked,Adjective,1,Step 1: SUBTLEX-UK,baked,False,baked
baking,bake,VERB,baking,baking,Verb,1,Step 1: SUBTLEX-UK,baking,False,baking
balaclavas,balaclavas,PROPN,balaclavas,balaclava,,1,Step 1: SUBTLEX-UK,balaclava,False,balaclava
balalaikas,balalaikas,PROPN,balalaikas,balalaika,Noun,1,Step 1: SUBTLEX-UK,balalaika,False,balalaika
balanced,balance,VERB,balanced,balanced,Verb,1,Step 1: SUBTLEX-UK,balanced,False,balanced
balconied,balconie,VERB,balconied,balcony,,1,Step 1: SUBTLEX-UK,balcony,False,balcony
balding,bald,VERB,balding,balding,Adjective,1,Step 1: SUBTLEX-UK,balding,False,balding
ballistics,ballistic,NOUN,ballistics,ballistics,Noun,1,Step 1: SUBTLEX-UK,ballistics,False,ballistics
ballooning,balloon,VERB,ballooning,ballooning,Verb,1,Step 1: SUBTLEX-UK,ballooning,False,ballooning
balloting,ballot,VERB,balloting,balloting,Noun,1,Step 1: SUBTLEX-UK,balloting,False,balloting
Baltimore's,baltimore',NOUN,,,,3,Step 3: spaCy fallback,baltimore',True,Baltimore's
bambini,bambini,NOUN,bambini,bambino,Noun,1,Step 1: SUBTLEX-UK,bambino,False,bambino
bamboos,bamboos,PROPN,bamboos,bamboo,Noun,1,Step 1: SUBTLEX-UK,bamboo,False,bamboo
BANCROFT'S,bancroft',NOUN,,,,3,Step 3: spaCy fallback,bancroft',True,BANCROFT'S
bandies,bandie,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,bandies,False,bandies
banding,band,VERB,banding,banding,Verb,1,Step 1: SUBTLEX-UK,banding,False,banding
banditos,banditos,VERB,banditos,bandito,,1,Step 1: SUBTLEX-UK,bandito,False,bandito
bandolier,bandoli,ADJ,bandolier,bandolier,Noun,1,Step 1: SUBTLEX-UK,bandolier,False,bandolier
banjos,banjos,VERB,banjos,banjo,Noun,1,Step 1: SUBTLEX-UK,banjo,False,banjo
banns,bann,NOUN,banns,banns,Noun,1,Step 1: SUBTLEX-UK,banns,False,banns
banqueting,banquet,VERB,banqueting,banqueting,Verb,1,Step 1: SUBTLEX-UK,banqueting,False,banqueting
banshees,banshee,NOUN,banshees,banshees,Noun,1,Step 1: SUBTLEX-UK,banshees,False,banshees
bantams,bantam,NOUN,bantams,bantams,Verb,1,Step 1: SUBTLEX-UK,bantams,False,bantams
baptists,baptist,NOUN,baptists,baptists,Noun,1,Step 1: SUBTLEX-UK,baptists,False,baptists
barbarians,barbarian,NOUN,barbarians,barbarians,Noun,1,Step 1: SUBTLEX-UK,barbarians,False,barbarians
barbed,barb,VERB,barbed,barbed,Adjective,1,Step 1: SUBTLEX-UK,barbed,False,barbed
barding,barde,VERB,barding,barding,,1,Step 1: SUBTLEX-UK,barding,False,barding
barebacked,barebacke,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,barebacked,False,barebacked
barefaced,bareface,VERB,barefaced,barefaced,Adjective,1,Step 1: SUBTLEX-UK,barefaced,False,barefaced
barefooted,barefoote,VERB,barefooted,barefoot,Adjective,1,Step 1: SUBTLEX-UK,barefoot,False,barefoot
barehanded,barehande,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,barehanded,False,barehanded
bareheaded,bareheade,VERB,bareheaded,barehead,Verb,1,Step 1: SUBTLEX-UK,barehead,False,barehead
barest,bare,ADJ,barest,barest,Adjective,1,Step 1: SUBTLEX-UK,barest,False,barest
barflies,barflie,NOUN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,barflies,False,barflies
bargaining,bargain,VERB,bargaining,bargaining,Noun,1,Step 1: SUBTLEX-UK,bargaining,False,bargaining
barks,bark,NOUN,barks,barks,Verb,1,Step 1: SUBTLEX-UK,barks,False,barks
barnacles,barnacle,NOUN,barnacles,barnacles,Noun,1,Step 1: SUBTLEX-UK,barnacles,False,barnacles
barracking,barrack,VERB,barracking,barracking,,1,Step 1: SUBTLEX-UK,barracking,False,barracking
barraged,barrage,VERB,barraged,barraged,,1,Step 1: SUBTLEX-UK,barraged,False,barraged
barramundi,barramundi,VERB,barramundi,barramundus,,1,Step 1: SUBTLEX-UK,barramundus,False,barramundus
barras,barra,NOUN,barras,barras,,1,Step 1: SUBTLEX-UK,barras,False,barras
barrelled,barrel,VERB,barrelled,barrelled,Verb,1,Step 1: SUBTLEX-UK,barrelled,False,barrelled
barricading,barricading,NOUN,barricading,barricade,Verb,1,Step 1: SUBTLEX-UK,barricade,False,barricade
bartending,bartende,VERB,bartending,bartend,Verb,1,Step 1: SUBTLEX-UK,bartend,False,bartend
bartering,barter,VERB,bartering,bartering,Verb,1,Step 1: SUBTLEX-UK,bartering,False,bartering
BARTON'S,barton',NOUN,,,,3,Step 3: spaCy fallback,barton',True,BARTON'S
basics,basic,NOUN,basics,basics,Noun,1,Step 1: SUBTLEX-UK,basics,False,basics
basilicas,basilicas,PROPN,basilicas,basilica,Noun,1,Step 1: SUBTLEX-UK,basilica,False,basilica
bassets,basset,NOUN,bassets,bassets,Noun,1,Step 1: SUBTLEX-UK,bassets,False,bassets
bastardized,bastardize,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,bastardized,False,bastardized
bated,bate,VERB,bated,bated,Adjective,1,Step 1: SUBTLEX-UK,bated,False,bated
bates,bate,NOUN,bates,bates,Name,1,Step 1: SUBTLEX-UK,bates,False,bates
bathed,bathe,VERB,bathed,bath,Verb,1,Step 1: SUBTLEX-UK,bath,False,bath
bathing,bathe,VERB,bathing,bathing,Adjective,1,Step 1: SUBTLEX-UK,bathing,False,bathing
BATISTA'S,batista's,INTJ,,,,3,Step 3: spaCy fallback,batista's,True,BATISTA'S
batting,bat,VERB,batting,batting,Verb,1,Step 1: SUBTLEX-UK,batting,False,batting
battlements,battlement,NOUN,battlements,battlements,Noun,1,Step 1: SUBTLEX-UK,battlements,False,battlements
batwing,batwe,VERB,batwing,batwing,Noun,1,Step 1: SUBTLEX-UK,batwing,False,batwing
bazookas,bazookas,PROPN,bazookas,bazooka,Noun,1,Step 1: SUBTLEX-UK,bazooka,False,bazooka
beachcombing,beachcombe,VERB,beachcombing,beachcomb,,1,Step 1: SUBTLEX-UK,beachcomb,False,beachcomb
beacons,beacon,NOUN,beacons,beacons,Noun,1,Step 1: SUBTLEX-UK,beacons,False,beacons
beaded,bead,VERB,beaded,beaded,Adjective,1,Step 1: SUBTLEX-UK,beaded,False,beaded
beadier,beadier,ADV,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,beady,False,beady
beading,bead,VERB,beading,beading,Verb,1,Step 1: SUBTLEX-UK,beading,False,beading
beadles,beadle,NOUN,beadles,beadles,,1,Step 1: SUBTLEX-UK,beadles,False,beadles
beaked,beak,VERB,beaked,beaked,Verb,1,Step 1: SUBTLEX-UK,beaked,False,beaked
bearding,beard,VERB,bearding,bearding,Verb,1,Step 1: SUBTLEX-UK,bearding,False,bearding
BEARDSLEY'S,beardsley's,NOUN,,,,3,Step 3: spaCy fallback,beardsley's,True,BEARDSLEY'S
bearing,bear,VERB,bearing,bearing,Verb,1,Step 1: SUBTLEX-UK,bearing,False,bearing
beatitudes,beatitude,NOUN,beatitudes,beatitudes,Noun,1,Step 1: SUBTLEX-UK,beatitudes,False,beatitudes
beaus,beaus,VERB,beaus,beau,Noun,1,Step 1: SUBTLEX-UK,beau,False,beau
BECKETT'S,beckett',NOUN,,,,3,Step 3: spaCy fallback,beckett',True,BECKETT'S
becks,beck,NOUN,becks,becks,Name,1,Step 1: SUBTLEX-UK,becks,False,becks
bedclothes,bedclothe,NOUN,bedclothes,bedclothes,Noun,1,Step 1: SUBTLEX-UK,bedclothes,False,bedclothes
bedding,bed,VERB,bedding,bedding,Noun,1,Step 1: SUBTLEX-UK,bedding,False,bedding
bedraggled,bedraggle,VERB,bedraggled,bedraggled,Adjective,1,Step 1: SUBTLEX-UK,bedraggled,False,bedraggled
bedspring,bedspre,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,bedspring,False,bedspring
bedwetting,bedwette,VERB,bedwetting,bedwetting,,1,Step 1: SUBTLEX-UK,bedwetting,False,bedwetting
BEEBE'S,beebe's,VERB,,,,3,Step 3: spaCy fallback,beebe's,True,BEEBE'S
beeches,beech,NOUN,beeches,beeches,,1,Step 1: SUBTLEX-UK,beeches,False,beeches
beefeaters,beefeater,NOUN,beefeaters,beefeaters,,1,Step 1: SUBTLEX-UK,beefeaters,False,beefeaters
beefed,beefed,PROPN,beefed,beef,Verb,1,Step 1: SUBTLEX-UK,beef,False,beef
beefier,beefy,ADJ,beefier,beefier,,1,Step 1: SUBTLEX-UK,beefier,False,beefier
beefiest,beefy,ADJ,beefiest,beefiest,,1,Step 1: SUBTLEX-UK,beefiest,False,beefiest
beekeeping,beekeepe,VERB,beekeeping,beekeep,Noun,1,Step 1: SUBTLEX-UK,beekeep,False,beekeep
Beethoven's,beethoven',NOUN,,,,3,Step 3: spaCy fallback,beethoven',True,Beethoven's
befallen,befallen,VERB,befallen,befall,Verb,1,Step 1: SUBTLEX-UK,befall,False,befall
befell,befell,VERB,befell,befall,Verb,1,Step 1: SUBTLEX-UK,befall,False,befall
befitting,befit,VERB,befitting,befitting,Verb,1,Step 1: SUBTLEX-UK,befitting,False,befitting
begat,begat,NOUN,begat,beget,Verb,1,Step 1: SUBTLEX-UK,beget,False,beget
beginning,begin,VERB,beginning,beginning,Noun,1,Step 1: SUBTLEX-UK,beginning,False,beginning
begonias,begonias,VERB,begonias,begonia,Noun,1,Step 1: SUBTLEX-UK,begonia,False,begonia
begot,begot,NOUN,begot,beget,Verb,1,Step 1: SUBTLEX-UK,beget,False,beget
beheading,behead,VERB,beheading,beheading,Verb,1,Step 1: SUBTLEX-UK,beheading,False,beheading
behooves,behoof,NOUN,behooves,behoove,Verb,1,Step 1: SUBTLEX-UK,behoove,False,behoove
belaboured,belabour,VERB,belaboured,belaboured,,1,Step 1: SUBTLEX-UK,belaboured,False,belaboured
belated,belate,VERB,belated,belated,Adjective,1,Step 1: SUBTLEX-UK,belated,False,belated
belches,belch,NOUN,belches,belches,Verb,1,Step 1: SUBTLEX-UK,belches,False,belches
beleaguered,beleaguer,VERB,beleaguered,beleaguered,Adjective,1,Step 1: SUBTLEX-UK,beleaguered,False,beleaguered
belgians,belgian,NOUN,belgians,belgians,Noun,1,Step 1: SUBTLEX-UK,belgians,False,belgians
belles,belle,NOUN,belles,belles,Noun,1,Step 1: SUBTLEX-UK,belles,False,belles
bellows,bellow,VERB,bellows,bellows,Noun,1,Step 1: SUBTLEX-UK,bellows,False,bellows
belongings,belonging,NOUN,belongings,belongings,Noun,1,Step 1: SUBTLEX-UK,belongings,False,belongings
beloved,belove,VERB,beloved,beloved,Adjective,1,Step 1: SUBTLEX-UK,beloved,False,beloved
bemused,bemuse,VERB,bemused,bemused,Adjective,1,Step 1: SUBTLEX-UK,bemused,False,bemused
benchmarking,benchmarke,VERB,benchmarking,benchmark,Noun,1,Step 1: SUBTLEX-UK,benchmark,False,benchmark
bended,bend,VERB,bended,bended,Adjective,1,Step 1: SUBTLEX-UK,bended,False,bended
BENET'S,benet',NOUN,,,,3,Step 3: spaCy fallback,benet',True,BENET'S
benighted,benight,VERB,benighted,benighted,Adjective,1,Step 1: SUBTLEX-UK,benighted,False,benighted
bens,ben,NOUN,bens,bens,Name,1,Step 1: SUBTLEX-UK,bens,False,bens
benthos,benthos,NOUN,benthos,bentho,,1,Step 1: SUBTLEX-UK,bentho,False,bentho
bents,bent,NOUN,bents,bents,,1,Step 1: SUBTLEX-UK,bents,False,bents
bereaved,bereave,VERB,bereaved,bereaved,Adjective,1,Step 1: SUBTLEX-UK,bereaved,False,bereaved
BERG'S,berg',NOUN,,,,3,Step 3: spaCy fallback,berg',True,BERG'S
Berlin's,berlin',NOUN,,,,3,Step 3: spaCy fallback,berlin',True,Berlin's
BERMAN'S,berman',NOUN,,,,3,Step 3: spaCy fallback,berman',True,BERMAN'S
BERNADINE'S,bernadine's,ADV,,,,3,Step 3: spaCy fallback,bernadine's,True,BERNADINE'S
berried,berry,VERB,berried,berried,,1,Step 1: SUBTLEX-UK,berried,False,berried
BERRY'S,berry',NOUN,,,,3,Step 3: spaCy fallback,berry',True,BERRY'S
berthed,berthed,ADJ,berthed,berth,Verb,1,Step 1: SUBTLEX-UK,berth,False,berth
BERTO'S,berto's,VERB,,,,3,Step 3: spaCy fallback,berto's,True,BERTO'S
besotted,besotte,VERB,besotted,besot,Verb,1,Step 1: SUBTLEX-UK,besot,False,besot
bespectacled,bespectacle,VERB,bespectacled,bespectacled,Adjective,1,Step 1: SUBTLEX-UK,bespectacled,False,bespectacled
best,good,ADJ,best,best,Adjective,1,Step 1: SUBTLEX-UK,best,False,best
BEST'S,best',NOUN,,,,3,Step 3: spaCy fallback,best',True,BEST'S
bestrode,bestrode,VERB,bestrode,bestride,,1,Step 1: SUBTLEX-UK,bestride,False,bestride
bestselling,bestselle,VERB,bestselling,bestsell,Adjective,1,Step 1: SUBTLEX-UK,bestsell,False,bestsell
bestubbled,bestubble,VERB,bestubbled,bestubbled,,1,Step 1: SUBTLEX-UK,bestubbled,False,bestubbled
better,well,ADV,better,better,Adverb,1,Step 1: SUBTLEX-UK,better,False,better
betters,better,NOUN,betters,betters,Noun,1,Step 1: SUBTLEX-UK,betters,False,betters
Betty's,betty',NOUN,,,,3,Step 3: spaCy fallback,betty',True,Betty's
beveling,bevel,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,beveling,False,beveling
bevelled,bevel,VERB,bevelled,bevelled,,1,Step 1: SUBTLEX-UK,bevelled,False,bevelled
bevelling,bevel,VERB,bevelling,bevelling,,1,Step 1: SUBTLEX-UK,bevelling,False,bevelling
bewhiskered,bewhisker,VERB,bewhiskered,bewhiskered,,1,Step 1: SUBTLEX-UK,bewhiskered,False,bewhiskered
bewitches,bewitche,NOUN,bewitches,bewitch,Verb,1,Step 1: SUBTLEX-UK,bewitch,False,bewitch
bi,bi,PROPN,bi,bus,Noun,1,Step 1: SUBTLEX-UK,bus,False,bus
bibles,bible,NOUN,bibles,bibles,Noun,1,Step 1: SUBTLEX-UK,bibles,False,bibles
biceps,bicep,NOUN,biceps,biceps,Noun,1,Step 1: SUBTLEX-UK,biceps,False,biceps
bickered,bickered,VERB,bickered,bicker,Verb,1,Step 1: SUBTLEX-UK,bicker,False,bicker
bickering,bicker,VERB,bickering,bickering,Verb,1,Step 1: SUBTLEX-UK,bickering,False,bickering
bicycling,bicycle,VERB,bicycling,bicycling,Verb,1,Step 1: SUBTLEX-UK,bicycling,False,bicycling
bidden,bidden,PROPN,bidden,bid,Verb,1,Step 1: SUBTLEX-UK,bid,False,bid
bidding,bid,VERB,bidding,bidding,Noun,1,Step 1: SUBTLEX-UK,bidding,False,bidding
bier,bi,ADJ,bier,bier,Noun,1,Step 1: SUBTLEX-UK,bier,False,bier
biffing,biff,VERB,biffing,biffing,,1,Step 1: SUBTLEX-UK,biffing,False,biffing
bifocals,bifocal,NOUN,bifocals,bifocals,Noun,1,Step 1: SUBTLEX-UK,bifocals,False,bifocals
bifurcated,bifurcate,VERB,bifurcated,bifurcated,Verb,1,Step 1: SUBTLEX-UK,bifurcated,False,bifurcated
bifurcating,bifurcate,VERB,bifurcating,bifurcating,,1,Step 1: SUBTLEX-UK,bifurcating,False,bifurcating
bigger,big,ADJ,bigger,bigger,Adjective,1,Step 1: SUBTLEX-UK,bigger,False,bigger
biggest,big,ADJ,biggest,biggest,Adjective,1,Step 1: SUBTLEX-UK,biggest,False,biggest
bigheaded,bigheade,VERB,bigheaded,bighead,Adjective,1,Step 1: SUBTLEX-UK,bighead,False,bighead
bighearted,bighearte,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,bighearted,False,bighearted
bijoux,bijoux,ADV,bijoux,bijou,Verb,1,Step 1: SUBTLEX-UK,bijou,False,bijou
biking,bike,VERB,biking,biking,Verb,1,Step 1: SUBTLEX-UK,biking,False,biking
bikinis,bikinis,PROPN,bikinis,bikini,Noun,1,Step 1: SUBTLEX-UK,bikini,False,bikini
Bill's,bill',NOUN,,,,3,Step 3: spaCy fallback,bill',True,Bill's
billiards,billiard,NOUN,billiards,billiards,Noun,1,Step 1: SUBTLEX-UK,billiards,False,billiards
binding,bind,VERB,binding,binding,Adjective,1,Step 1: SUBTLEX-UK,binding,False,binding
binning,bin,VERB,binning,binning,,1,Step 1: SUBTLEX-UK,binning,False,binning
binoculars,binocular,VERB,binoculars,binoculars,Noun,1,Step 1: SUBTLEX-UK,binoculars,False,binoculars
biogenetics,biogenetic,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,biogenetics,False,biogenetics
bios,bio,NOUN,bios,bios,Noun,1,Step 1: SUBTLEX-UK,bios,False,bios
biped,bipe,VERB,biped,biped,Adjective,1,Step 1: SUBTLEX-UK,biped,False,biped
birching,birch,VERB,birching,birching,,1,Step 1: SUBTLEX-UK,birching,False,birching
birding,bird,VERB,birding,birding,Verb,1,Step 1: SUBTLEX-UK,birding,False,birding
birdwatching,birdwatch,VERB,birdwatching,birdwatching,,1,Step 1: SUBTLEX-UK,birdwatching,False,birdwatching
birthed,birth,VERB,birthed,birthe,Verb,1,Step 1: SUBTLEX-UK,birthe,False,birthe
birthing,birth,VERB,birthing,birthing,Adjective,1,Step 1: SUBTLEX-UK,birthing,False,birthing
bitchiest,bitchy,ADJ,bitchiest,bitchiest,,1,Step 1: SUBTLEX-UK,bitchiest,False,bitchiest
bitterest,bitter,ADJ,bitterest,bitterest,Adjective,1,Step 1: SUBTLEX-UK,bitterest,False,bitterest
bitters,bitter,NOUN,bitters,bitters,Noun,1,Step 1: SUBTLEX-UK,bitters,False,bitters
bitumen,bituman,NOUN,bitumen,bitumen,Noun,1,Step 1: SUBTLEX-UK,bitumen,False,bitumen
BIZET'S,bizet',NOUN,,,,3,Step 3: spaCy fallback,bizet',True,BIZET'S
BJERRE'S,bjerre's,ADV,,,,3,Step 3: spaCy fallback,bjerre's,True,BJERRE'S
blackballing,blackball,VERB,blackballing,blackballing,Verb,1,Step 1: SUBTLEX-UK,blackballing,False,blackballing
blackest,black,ADJ,blackest,blackest,Adjective,1,Step 1: SUBTLEX-UK,blackest,False,blackest
blacklisting,blacklist,VERB,blacklisting,blacklisting,Noun,1,Step 1: SUBTLEX-UK,blacklisting,False,blacklisting
blacks,black,NOUN,blacks,blacks,Noun,1,Step 1: SUBTLEX-UK,blacks,False,blacks
blackshirts,blackshirt,NOUN,blackshirts,blackshirts,,1,Step 1: SUBTLEX-UK,blackshirts,False,blackshirts
bladed,blade,VERB,bladed,bladed,Adjective,1,Step 1: SUBTLEX-UK,bladed,False,bladed
BLANCHARD'S,blanchard's,NOUN,,,,3,Step 3: spaCy fallback,blanchard's,True,BLANCHARD'S
BLANCHE'S,blanche's,ADV,,,,3,Step 3: spaCy fallback,blanche's,True,BLANCHE'S
blandishments,blandishment,NOUN,blandishments,blandishments,Noun,1,Step 1: SUBTLEX-UK,blandishments,False,blandishments
blares,blare,NOUN,blares,blares,Verb,1,Step 1: SUBTLEX-UK,blares,False,blares
bleached,bleach,VERB,bleached,bleached,Adjective,1,Step 1: SUBTLEX-UK,bleached,False,bleached
bleated,bleat,VERB,bleated,bleated,,1,Step 1: SUBTLEX-UK,bleated,False,bleated
blenched,blench,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,blenched,False,blenched
blended,blend,VERB,blended,blended,Verb,1,Step 1: SUBTLEX-UK,blended,False,blended
blesses,blesse,NOUN,blesses,bless,Verb,1,Step 1: SUBTLEX-UK,bless,False,bless
blethering,blethering,ADJ,blethering,blether,,1,Step 1: SUBTLEX-UK,blether,False,blether
blighted,blight,VERB,blighted,blighted,Verb,1,Step 1: SUBTLEX-UK,blighted,False,blighted
blindest,blind,ADJ,blindest,blindest,Adjective,1,Step 1: SUBTLEX-UK,blindest,False,blindest
bling,ble,VERB,bling,bling,Verb,1,Step 1: SUBTLEX-UK,bling,False,bling
blinker,blinker,NOUN,blinker,blinkers,Noun,1,Step 1: SUBTLEX-UK,blinkers,False,blinkers
blinkered,blinker,VERB,blinkered,blinkered,,1,Step 1: SUBTLEX-UK,blinkered,False,blinkered
blinkers,blinker,NOUN,blinkers,blinkers,Noun,1,Step 1: SUBTLEX-UK,blinkers,False,blinkers
blinking,blink,VERB,blinking,blinking,Verb,1,Step 1: SUBTLEX-UK,blinking,False,blinking
blockheaded,blockheade,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,blockheaded,False,blockheaded
blocs,blocs,PROPN,blocs,bloc,Noun,1,Step 1: SUBTLEX-UK,bloc,False,bloc
blonde's,blonde',VERB,,,,3,Step 3: spaCy fallback,blonde',True,blonde's
bloodcurdling,bloodcurdling,PROPN,bloodcurdling,bloodcurdle,Adjective,1,Step 1: SUBTLEX-UK,bloodcurdle,False,bloodcurdle
bloodiest,bloody,ADJ,bloodiest,bloodiest,Adjective,1,Step 1: SUBTLEX-UK,bloodiest,False,bloodiest
bloodletting,bloodlette,VERB,bloodletting,bloodlet,Verb,1,Step 1: SUBTLEX-UK,bloodlet,False,bloodlet
bloodshed,bloodshed,VERB,bloodshed,bloodsh,Noun,1,Step 1: SUBTLEX-UK,bloodsh,False,bloodsh
bloodstained,bloodstaine,VERB,bloodstained,bloodstained,Adjective,1,Step 1: SUBTLEX-UK,bloodstained,False,bloodstained
bloodsucking,bloodsucke,VERB,bloodsucking,bloodsuck,Verb,1,Step 1: SUBTLEX-UK,bloodsuck,False,bloodsuck
bloomed,bloomed,VERB,bloomed,bloom,Verb,1,Step 1: SUBTLEX-UK,bloom,False,bloom
bloomers,bloomer,VERB,bloomers,bloomers,Noun,1,Step 1: SUBTLEX-UK,bloomers,False,bloomers
blossoming,blossoming,NOUN,blossoming,blossom,Verb,1,Step 1: SUBTLEX-UK,blossom,False,blossom
blotched,blotch,VERB,blotched,blotched,Verb,1,Step 1: SUBTLEX-UK,blotched,False,blotched
bluebirds,bluebird,NOUN,bluebirds,bluebirds,Noun,1,Step 1: SUBTLEX-UK,bluebirds,False,bluebirds
bluecoats,bluecoats,PROPN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,bluecoat,False,bluecoat
bluejays,bluejay,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,bluejays,False,bluejays
blues,blue,NOUN,blues,blues,Noun,1,Step 1: SUBTLEX-UK,blues,False,blues
bluest,blue,ADJ,bluest,bluest,,1,Step 1: SUBTLEX-UK,bluest,False,bluest
bluestocking,bluestocke,VERB,bluestocking,bluestock,,1,Step 1: SUBTLEX-UK,bluestock,False,bluestock
blunderers,blunderer,NOUN,blunderers,blunderers,Noun,1,Step 1: SUBTLEX-UK,blunderers,False,blunderers
BO'SUN'S,bo'sun',NOUN,,,,3,Step 3: spaCy fallback,bo'sun',True,BO'SUN'S
boarding,boarding,NOUN,boarding,board,Noun,1,Step 1: SUBTLEX-UK,board,False,board
boatbuilding,boatbuilde,VERB,boatbuilding,boatbuilding,,1,Step 1: SUBTLEX-UK,boatbuilding,False,boatbuilding
BOBBIE'S,bobbie's,NOUN,,,,3,Step 3: spaCy fallback,bobbie's,True,BOBBIE'S
bobcats,bobcat,NOUN,bobcats,bobcats,Noun,1,Step 1: SUBTLEX-UK,bobcats,False,bobcats
bobsledding,bobsledde,VERB,bobsledding,bobsledding,Verb,1,Step 1: SUBTLEX-UK,bobsledding,False,bobsledding
bobsleighing,bobsleighe,VERB,bobsleighing,bobsleigh,,1,Step 1: SUBTLEX-UK,bobsleigh,False,bobsleigh
bobtailed,bobtaile,VERB,bobtailed,bobtail,Verb,1,Step 1: SUBTLEX-UK,bobtail,False,bobtail
bocks,bock,NOUN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,bocks,False,bocks
bodybuilding,bodybuilde,VERB,bodybuilding,bodybuilding,Noun,1,Step 1: SUBTLEX-UK,bodybuilding,False,bodybuilding
bogged,bogge,VERB,bogged,bog,Verb,1,Step 1: SUBTLEX-UK,bog,False,bog
boggiest,boggi,ADJ,boggiest,boggiest,,1,Step 1: SUBTLEX-UK,boggiest,False,boggiest
boggling,boggle,VERB,boggling,boggling,Verb,1,Step 1: SUBTLEX-UK,boggling,False,boggling
bohemians,bohemian,NOUN,bohemians,bohemians,Noun,1,Step 1: SUBTLEX-UK,bohemians,False,bohemians
boldfaced,boldface,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,boldfaced,False,boldfaced
boleros,bolero,NOUN,boleros,boleros,,1,Step 1: SUBTLEX-UK,boleros,False,boleros
boles,bole,NOUN,boles,boles,Name,1,Step 1: SUBTLEX-UK,boles,False,boles
bombardier,bombardi,ADJ,bombardier,bombardier,Noun,1,Step 1: SUBTLEX-UK,bombardier,False,bombardier
bombardiers,bombardier,NOUN,bombardiers,bombardiers,Noun,1,Step 1: SUBTLEX-UK,bombardiers,False,bombardiers
bonanzas,bonanzas,NOUN,bonanzas,bonanza,Noun,1,Step 1: SUBTLEX-UK,bonanza,False,bonanza
bonding,bond,VERB,bonding,bonding,Noun,1,Step 1: SUBTLEX-UK,bonding,False,bonding
boneheaded,boneheade,VERB,boneheaded,boneheaded,Verb,1,Step 1: SUBTLEX-UK,boneheaded,False,boneheaded
