word,word_detected,onset,offset,story_audio,PoS
clown,clown,2206.23,2206.88,21styear,NN
For,for,2207.559999,2207.769999,21styear,IN
a,a,2207.77,2207.85,21styear,DT
moment,moment,2207.849999,2208.419999,21styear,NN
on,on,2208.559999,2208.729999,21styear,IN
Seventy,seventy,2208.74,2209.21,21styear,NNP
fourth,fourth,2209.21,2209.54,21styear,JJ
and,and,2209.54,2209.67,21styear,CC
Columbus,columbus,2209.67,2210.26,21styear,NNP
Apartment,apartment,2210.29,2210.85,21styear,NNP
nine,nine,2210.87,2211.21,21styear,CD
D,d,2211.21,2211.7200000000003,21styear,NNP
there's,there's,2212.1,2212.3,21styear,VBD
a,a,2212.299999,2212.349999,21styear,DT
mother,mother,2212.35,2212.7,21styear,NN
and,and,2212.699999,2212.859999,21styear,CC
daughter,daughter,2212.859999,2213.469999,21styear,NN
there's,there's,2213.609999,2213.809999,21styear,VBP
a,a,2213.809999,2213.889999,21styear,DT
dad,dad,2213.889999,2214.509999,21styear,NN
there,there,2214.98,2215.17,21styear,EX
is,is,2215.17,2215.35,21styear,VBZ
laughter,laughter,2215.35,2215.99,21styear,JJR
Two,two,2221.68,2221.85,21styear,CD
months,months,2221.85,2222.26,21styear,NNS
later,later,2222.26,2222.82,21styear,RB
October,october,2222.92,2223.7200000000003,21styear,NNP
two,two,2223.75,2224.01,21styear,CD
thousand,thousand,2224.01,2224.36,21styear,VBP
one,one,2224.36,2224.4100000000003,21styear,CD
New,new,2225.139999,2225.339999,21styear,NNP
York,york,2225.34,2225.6200000000003,21styear,NNP
City,city,2225.62,2226.19,21styear,NNP
I,i,2227.059999,2227.169999,21styear,PRP
wish,wish,2227.17,2227.4500000000003,21styear,VBP
you,you,2227.45,2227.52,21styear,PRP
weren't,weren't,2227.52,2227.73,21styear,VBP
going,going,2227.73,2227.97,21styear,VBG
back,back,2227.98,2228.23,21styear,RB
to,to,2228.24,2228.37,21styear,TO
LA,,,,21styear,NNP
so,so,2228.71,2228.94,21styear,RB
soon,soon,2228.94,2229.49,21styear,RB
Not,not,2229.77,2229.99,21styear,RB
until,until,2229.99,2230.26,21styear,IN
we,we,2230.26,2230.4,21styear,PRP
find,find,2230.4,2230.7000000000003,21styear,VBP
Gary,gary,2230.699999,2231.349999,21styear,JJ
Clara,clara,2231.65,2232.03,21styear,NNP
puts,puts,2232.029999,2232.279999,21styear,VBZ
her,her,2232.279999,2232.409999,21styear,PRP$
arm,arm,2232.41,2232.63,21styear,NN
around,around,2232.63,2232.94,21styear,IN
Gary's,<unk>,2232.94,2232.9500000000003,21styear,NNP
mom,mom,2233.45,2233.99,21styear,NN
She,she,2234.24,2234.43,21styear,PRP
looks,looks,2234.43,2234.65,21styear,VBZ
up,up,2234.65,2235.03,21styear,RP
so,so,2235.06,2235.33,21styear,RB
fragile,fragile,2235.33,2236.22,21styear,JJ
Clara,clara,2236.68,2237.07,21styear,NNP
cuts,cuts,2237.07,2237.3300000000004,21styear,VBZ
the,the,2237.33,2237.44,21styear,DT
scotch,scotch,2237.44,2237.86,21styear,NN
tape,tape,2237.88,2238.29,21styear,NN
and,and,2238.29,2238.34,21styear,CC
Gary's,<unk>,2238.68,2238.81,21styear,NNP
mom,mom,2238.81,2239.09,21styear,NN
chooses,chooses,2239.09,2239.59,21styear,VBZ
the,the,2239.59,2239.71,21styear,DT
spot,spot,2239.71,2240.13,21styear,NN
for,for,2240.13,2240.25,21styear,IN
their,their,2240.25,2240.39,21styear,PRP$
flier,flier,2240.389999,2241.109999,21styear,NN
They,they,2241.71,2241.86,21styear,PRP
walk,walk,2241.86,2242.1200000000003,21styear,VBP
the,the,2242.12,2242.24,21styear,DT
city,city,2242.24,2242.53,21styear,NN
looking,looking,2242.53,2242.7900000000004,21styear,VBG
for,for,2242.79,2242.93,21styear,IN
surfaces,surfaces,2242.929999,2243.509999,21styear,NNS
to,to,2243.509999,2243.639999,21styear,TO
plaster,plaster,2243.639999,2244.209999,21styear,VB
their,their,2244.21,2244.41,21styear,PRP$
plea,plea,2244.42,2244.9700000000003,21styear,NN
Missing,missing,2245.27,2245.97,21styear,VBG
since,since,2245.98,2246.34,21styear,IN
nine,nine,2246.349999,2246.699999,21styear,CD
eleven,eleven,2246.7,2247.39,21styear,RB
Gary's,<unk>,2248.01,2248.0200000000004,21styear,NNP
face,face,2248.449999,2248.789999,21styear,NN
looks,looks,2248.789999,2248.959999,21styear,VBZ
up,up,2248.959999,2249.099999,21styear,RP
from,from,2249.1,2249.22,21styear,IN
the,the,2249.219999,2249.319999,21styear,DT
flier,flier,2249.32,2250.01,21styear,NN
elated,elated,2250.289999,2250.969999,21styear,VBD
graduating,graduating,2250.969999,2251.749999,21styear,VBG
cap,,,,21styear,NN
and,and,2252.13,2252.24,21styear,CC
gown,gown,2252.24,2252.61,21styear,NN
and,and,2252.61,2252.76,21styear,CC
all,all,2252.76,2253.21,21styear,DT
They,they,2253.85,2254.03,21styear,PRP
tape,tape,2254.03,2254.3300000000004,21styear,VBD
his,his,2254.33,2254.48,21styear,PRP$
face,face,2254.48,2254.85,21styear,NN
next,next,2254.85,2255.08,21styear,IN
to,to,2255.08,2255.22,21styear,TO
the,the,2255.22,2255.33,21styear,DT
weathered,weathered,2255.33,2255.7,21styear,JJ
fliers,fliers,2255.7,2256.41,21styear,NNS
of,of,2256.66,2256.86,21styear,IN
missing,missing,2256.86,2257.32,21styear,VBG
bankers,bankers,2257.32,2257.9,21styear,NNS
secretaries,secretaries,2257.91,2258.82,21styear,NNS
firefighters,firefighters,2258.83,2259.88,21styear,NNS
They,they,2260.16,2260.32,21styear,PRP
run,run,2260.32,2260.55,21styear,VBP
out,out,2260.55,2260.96,21styear,RP
but,,,,21styear,CC
Gary's,<unk>,2261.639999,2261.769999,21styear,NNP
mom,mom,2261.78,2262.09,21styear,NN
is,is,2262.09,2262.27,21styear,VBZ
not,not,2262.27,2262.55,21styear,RB
done,done,2262.559999,2263.039999,21styear,VBN
She,she,2263.27,2263.45,21styear,PRP
pulls,pulls,2263.45,2263.76,21styear,VBZ
Clara,clara,2263.759999,2264.219999,21styear,NNP
into,into,2264.25,2264.5,21styear,IN
the,the,2264.5,2264.6,21styear,DT
Kinko's,kinko's,2264.599999,2265.059999,21styear,NNP
on,on,2265.059999,2265.199999,21styear,IN
seventy,seventy,2265.21,2265.58,21styear,JJ
second,second,2265.58,2265.94,21styear,JJ
and,and,2265.94,2266.05,21styear,CC
Broadway,broadway,2266.049999,2266.759999,21styear,NNP
I've,i've,2267.35,2267.56,21styear,NNP
noticed,noticed,2267.559999,2267.949999,21styear,VBD
the,the,2267.969999,2268.119999,21styear,DT
successful,successful,2268.119999,2268.749999,21styear,JJ
fliers,fliers,2268.75,2269.41,21styear,NNS
how,how,2269.42,2269.6,21styear,WRB
they,they,2269.6,2269.76,21styear,PRP
do,do,2269.76,2270.03,21styear,VBP
it,it,2270.03,2270.25,21styear,PRP
she,she,2270.36,2270.58,21styear,PRP
whispers,<unk>,2270.88,2271.2200000000003,21styear,VBZ
Successful,successful,2271.76,2272.42,21styear,JJ
fliers,fliers,2272.42,2273.09,21styear,NNS
asks,asks,2273.13,2273.4500000000003,21styear,VBZ
Clara,clara,2273.45,2274.03,21styear,NNP
The,the,2274.52,2274.66,21styear,DT
hand,hand,2274.66,2274.95,21styear,NN
of,of,2274.95,2275.06,21styear,IN
Gary's,<unk>,2275.35,2275.45,21styear,NNP
mom,mom,2275.49,2275.75,21styear,NN
shakes,shakes,2275.75,2276.46,21styear,VBZ
She,she,2276.76,2276.94,21styear,PRP
pulls,pulls,2276.94,2277.18,21styear,VBZ
a,a,2277.179999,2277.249999,21styear,DT
faded,faded,2277.25,2277.54,21styear,JJ
Polaroid,polaroid,2277.54,2278.03,21styear,NNP
out,out,2278.03,2278.1400000000003,21styear,IN
of,of,2278.139999,2278.259999,21styear,IN
her,her,2278.26,2278.3900000000003,21styear,PRP$
purse,purse,2278.389999,2278.889999,21styear,NN
Gary,gary,2279.16,2279.68,21styear,NNP
the,the,2279.69,2279.83,21styear,DT
toddler,toddler,2279.84,2280.44,21styear,NN
bikes,bikes,2280.46,2280.85,21styear,NNS
on,on,2280.849999,2280.949999,21styear,IN
the,the,2280.95,2281.04,21styear,DT
grass,grass,2281.04,2281.71,21styear,NN
Let's,let's,2282.34,2282.6200000000003,21styear,NNP
add,add,2282.62,2282.82,21styear,VB
this,this,2282.82,2283.04,21styear,DT
photo,photo,2283.04,2283.37,21styear,NN
next,next,2283.37,2283.95,21styear,IN
then,then,2284.109999,2284.299999,21styear,RB
I,i,2284.299999,2284.349999,21styear,PRP
want,want,2284.35,2284.57,21styear,VBP
you,you,2284.57,2284.7200000000003,21styear,PRP
to,to,2284.719999,2284.829999,21styear,TO
keep,keep,2284.83,2285.16,21styear,VB
it,it,2285.16,2285.36,21styear,PRP
I'll,i'll,2285.959999,2286.109999,21styear,NNP
run,run,2286.109999,2286.279999,21styear,VB
us,us,2286.279999,2286.409999,21styear,PRP
a,a,2286.41,2286.46,21styear,DT
thousand,thousand,2286.459999,2286.849999,21styear,NN
copies,copies,2286.85,2287.33,21styear,NNS
ok,ok,2287.33,2287.96,21styear,VBP
Clara,clara,2288.0,2288.36,21styear,NNP
says,says,2288.36,2288.59,21styear,VBZ
softly,softly,2288.59,2289.28,21styear,RB
The,the,2289.9,2290.04,21styear,DT
successful,successful,2290.04,2290.74,21styear,JJ
fliers,fliers,2290.74,2291.41,21styear,NNS
make,make,2291.44,2291.68,21styear,VBP
you,you,2291.68,2291.78,21styear,PRP
care,care,2291.78,2292.6000000000004,21styear,VB
Gary's,<unk>,2293.36,2293.46,21styear,NNP
mom,mom,2293.46,2293.81,21styear,NN
locks,locks,2293.82,2294.1800000000003,21styear,NNS
eyes,eyes,2294.179999,2294.469999,21styear,NNS
with,with,2294.48,2294.62,21styear,IN
her,her,2294.62,2294.76,21styear,PRP$
daughter,daughter,2294.76,2295.1400000000003,21styear,NN
in,in,2295.139999,2295.269999,21styear,IN
law,law,2295.27,2295.6,21styear,NN
We,we,2296.099999,2296.259999,21styear,PRP
need,need,2296.26,2296.63,21styear,VBP
people,people,2296.63,2297.03,21styear,NNS
to,to,2297.03,2297.2000000000003,21styear,TO
care,care,2297.2,2297.86,21styear,VB
Clara,clara,2304.18,2304.53,21styear,NNP
glances,glances,2304.53,2305.02,21styear,NNS
at,at,2305.02,2305.1,21styear,IN
Gary's,,,,21styear,NNP
mom,mom,2305.55,2305.9,21styear,NN
a,a,2305.93,2306.02,21styear,DT
few,few,2306.02,2306.26,21styear,JJ
steps,steps,2306.26,2306.6400000000003,21styear,NNS
ahead,ahead,2306.64,2307.14,21styear,RB
scouting,scouting,2307.14,2307.68,21styear,VBG
out,out,2307.68,2307.84,21styear,RP
bulletin,bulletin,2307.84,2308.25,21styear,NN
boards,boards,2308.25,2308.9,21styear,NNS
Her,her,2309.31,2309.5,21styear,NNP
own,own,2309.5,2309.71,21styear,JJ
mother's,mother's,2309.71,2309.99,21styear,NN
voice,voice,2309.99,2310.28,21styear,NN
comes,comes,2310.28,2310.5600000000004,21styear,VBZ
through,through,2310.56,2310.69,21styear,IN
the,the,2310.69,2310.82,21styear,DT
cell,cell,2310.82,2311.3500000000004,21styear,NN
clear,clear,2311.45,2311.81,21styear,JJ
with,with,2311.81,2312.0,21styear,IN
purpose,purpose,2312.0,2312.46,21styear,JJ
as,as,2312.47,2312.7,21styear,IN
always,always,2312.71,2313.38,21styear,RB
I'm,i'm,2313.74,2313.86,21styear,NNP
going,going,2313.92,2314.15,21styear,VBG
to,to,2314.15,2314.23,21styear,TO
ask,ask,2314.23,2314.51,21styear,VB
you,you,2314.51,2314.61,21styear,PRP
again,again,2314.61,2314.9500000000003,21styear,RB
Have,have,2314.96,2315.11,21styear,VBP
you,you,2315.11,2315.2000000000003,21styear,PRP
told,told,2315.2,2315.45,21styear,VBN
them,them,2315.45,2315.6,21styear,PRP
about,,,,21styear,IN
Gary's,<unk>,2316.12,2316.25,21styear,NNP
debts,debts,2316.28,2316.78,21styear,NNS
Mom,mom,2317.13,2317.58,21styear,NNP
please,please,2317.62,2318.44,21styear,NN
He's,he's,2318.79,2319.09,21styear,NNP
dead,dead,2319.13,2319.52,21styear,JJ
Clara,clara,2319.52,2320.07,21styear,NNP
That,that,2320.16,2320.38,21styear,NNP
boy's,boy's,2320.379999,2320.6799990000004,21styear,VBD
luck,luck,2320.68,2320.86,21styear,NN
is,is,2320.869999,2321.019999,21styear,VBZ
over,over,2321.02,2321.35,21styear,IN
And,and,2321.35,2321.53,21styear,CC
you're,you're,2321.529999,2321.689999,21styear,JJ
stuck,stuck,2321.699999,2322.119999,21styear,VBN
with,with,2322.119999,2322.269999,21styear,IN
all,all,2322.27,2322.45,21styear,DT
of,of,2322.45,2322.54,21styear,IN
his,his,2322.54,2322.71,21styear,PRP$
debts,debts,2322.71,2323.28,21styear,NNS
They,they,2323.59,2323.7200000000003,21styear,PRP
don't,don't,2323.72,2323.89,21styear,VBP
know,know,2323.9,2324.2000000000003,21styear,VB
about,about,2324.2,2324.46,21styear,IN
the,the,2324.46,2324.55,21styear,DT
pending,pending,2324.55,2324.92,21styear,VBG
divorce,divorce,2324.92,2325.63,21styear,NN
Think,think,2325.86,2326.08,21styear,VBP
about,about,2326.09,2326.33,21styear,IN
the,the,2326.33,2326.45,21styear,DT
rest,rest,2326.45,2326.69,21styear,NN
of,of,2326.69,2326.85,21styear,IN
your,your,2326.85,2327.0,21styear,PRP$
life,life,2327.0,2327.41,21styear,NN
says,says,2327.41,2327.68,21styear,VBZ
her,her,2327.68,2327.8,21styear,PRP$
mother,mother,2327.8,2328.25,21styear,NN
They,they,2328.48,2328.67,21styear,PRP
got,got,2328.67,2328.92,21styear,VBD
money,money,2328.92,2329.4,21styear,NN
You,you,2329.42,2329.71,21styear,PRP
don't,don't,2329.72,2330.32,21styear,VBP
In,in,2330.82,2330.94,21styear,IN
the,the,2330.94,2331.03,21styear,DT
distance,distance,2331.03,2331.5,21styear,NN
Gary's,<unk>,2331.5,2331.95,21styear,NNP
mother,mother,2331.95,2332.23,21styear,NN
is,is,2332.23,2332.38,21styear,VBZ
fighting,fighting,2332.38,2332.73,21styear,VBG
with,with,2332.73,2332.86,21styear,IN
a,a,2332.86,2332.9100000000003,21styear,DT
janitor,janitor,2332.91,2333.54,21styear,NN
I,i,2333.719999,2333.839999,21styear,PRP
got,got,2333.84,2333.98,21styear,VBD
to,to,2333.98,2334.07,21styear,TO
go,go,2334.07,2334.4100000000003,21styear,VB
Clara,clara,2334.429999,2334.729999,21styear,NNP
blurts,<unk>,2334.73,2335.2,21styear,NNS
and,and,2335.24,2335.41,21styear,CC
she,she,2335.41,2335.54,21styear,PRP
runs,runs,2335.54,2336.04,21styear,VBZ
This,this,2336.41,2336.7,21styear,DT
bulletin,bulletin,2336.7,2337.13,21styear,NN
board,board,2337.13,2337.4,21styear,NN
is,is,2337.4,2337.53,21styear,VBZ
just,just,2337.53,2337.76,21styear,RB
for,for,2337.759999,2337.849999,21styear,IN
the,the,2337.849999,2337.979999,21styear,DT
church,church,2337.99,2338.59,21styear,NN
the,the,2338.59,2338.7000000000003,21styear,DT
janitor,janitor,2338.699999,2339.139999,21styear,NN
yells,yells,2339.139999,2339.639999,21styear,NNS
Enough,enough,2339.83,2340.2,21styear,NNP
is,is,2340.199999,2340.309999,21styear,VBZ
enough,enough,2340.31,2340.73,21styear,JJ
I,i,2340.73,2340.82,21styear,PRP
clean,clean,2340.84,2341.04,21styear,VBP
up,up,2341.04,2341.13,21styear,IN
these,these,2341.13,2341.31,21styear,DT
fliers,fliers,2341.31,2341.73,21styear,NNS
every,every,2341.75,2342.02,21styear,DT
day,day,2342.02,2342.32,21styear,NN
These,these,2342.32,2342.56,21styear,DT
people,people,2342.6,2343.12,21styear,NNS
are,are,2343.13,2343.31,21styear,VBP
dead,dead,2343.31,2343.98,21styear,JJ
Clara,clara,2344.32,2344.75,21styear,NNP
finds,finds,2344.75,2345.07,21styear,VBZ
herself,herself,2345.07,2345.4500000000003,21styear,PRP
screaming,screaming,2345.45,2346.13,21styear,VBG
It's,it's,2346.14,2346.34,21styear,NNP
her,her,2346.34,2346.48,21styear,PRP$
son,son,2346.51,2347.07,21styear,NN
have,have,2347.11,2347.35,21styear,VBP
a,a,2347.35,2347.44,21styear,DT
heart,heart,2347.44,2348.1,21styear,NN
and,and,2348.44,2348.63,21styear,CC
then,then,2348.63,2348.78,21styear,RB
she,,,,21styear,PRP
suddenly,suddenly,2348.97,2349.45,21styear,RB
sees,sees,2349.45,2349.82,21styear,VBZ
it,it,2349.82,2350.1400000000003,21styear,PRP
A,a,2350.5,2350.64,21styear,NNP
missing,missing,2350.639999,2351.119999,21styear,VBG
flier,flier,2351.12,2351.8,21styear,NN
discarded,discarded,2351.92,2352.79,21styear,VBN
on,on,2352.82,2353.01,21styear,IN
the,the,2353.009999,2353.109999,21styear,DT
ground,ground,2353.11,2353.75,21styear,NN
It's,it's,2354.16,2354.39,21styear,NNP
Margaret's,margaret's,2354.41,2354.99,21styear,NNP
face,face,2354.99,2355.65,21styear,NN
xeroxed,xeroxed,2355.9,2356.4500000000003,21styear,VBD
a,a,2356.449999,2356.509999,21styear,DT
few,few,2356.51,2356.71,21styear,JJ
too,too,2356.709999,2356.899999,21styear,RB
many,many,2356.9,2357.1600000000003,21styear,JJ
times,times,2357.16,2357.96,21styear,NNS
Any,any,2358.4,2358.71,21styear,DT
information,information,2358.709999,2359.619999,21styear,NN
please,please,2359.719999,2360.069999,21styear,NN
call,call,2360.099999,2360.699999,21styear,NN
Clara,clara,2361.21,2361.61,21styear,NNP
picks,picks,2361.61,2361.9,21styear,VBZ
up,up,2361.9,2362.05,21styear,RP
the,the,2362.09,2362.19,21styear,DT
flier,flier,2362.19,2362.89,21styear,NN
She,she,2363.36,2363.55,21styear,PRP
looks,looks,2363.55,2363.79,21styear,VBZ
at,,,,21styear,IN
Margaret,margaret,2363.93,2364.53,21styear,NNP
black,black,2365.0,2365.33,21styear,JJ
dress,dress,2365.35,2365.95,21styear,NN
and,and,2366.0,2366.21,21styear,CC
white,white,2366.21,2366.44,21styear,JJ
pearls,pearls,2366.44,2367.11,21styear,NN
and,and,2367.17,2367.35,21styear,CC
her,her,2367.349999,2367.479999,21styear,PRP$
elegance,elegance,2367.49,2368.36,21styear,NN
Mother,mother,2368.809999,2369.219999,21styear,NNP
and,and,2369.219999,2369.419999,21styear,CC
wife,wife,2369.42,2369.85,21styear,NN
says,says,2369.86,2370.31,21styear,VBZ
the,the,2370.32,2370.44,21styear,DT
flier,flier,2370.44,2371.1,21styear,NN
Please,please,2371.49,2372.2,21styear,NNP
Call,call,2372.86,2373.58,21styear,NNP
Sasha,sasha,2379.24,2379.41,21styear,NNP
stares,stares,2379.58,2380.05,21styear,VBZ
at,at,2380.05,2380.15,21styear,IN
Alexander,alexander,2380.15,2381.05,21styear,NNP
as,as,2381.1,2381.23,21styear,IN
if,if,2381.23,2381.33,21styear,IN
staring,staring,2381.34,2381.79,21styear,NN
at,at,2381.79,2381.9,21styear,IN
prey,prey,2381.9,2382.53,21styear,FW
A,a,2382.87,2382.98,21styear,NNP
plastic,plastic,2382.98,2383.56,21styear,NN
zip,zip,2383.56,2383.83,21styear,NN
lock,lock,2383.83,2384.1,21styear,NN
bag,bag,2384.099999,2384.509999,21styear,NN
with,with,2384.52,2384.7,21styear,IN
Margaret's,margaret's,2384.7,2385.13,21styear,NNP
purple,purple,2385.13,2385.5,21styear,NN
toothbrush,toothbrush,2385.5,2386.27,21styear,NN
lies,lies,2386.29,2386.66,21styear,VBZ
on,on,2386.66,2386.74,21styear,IN
the,the,2386.74,2386.83,21styear,DT
bistro,bistro,2386.83,2387.21,21styear,NN
table,table,2387.21,2387.57,21styear,NN
between,between,2387.57,2388.06,21styear,IN
them,them,2388.059999,2388.469999,21styear,PRP
I,i,2388.759999,2388.879999,21styear,PRP
want,want,2388.88,2389.15,21styear,VBP
you,you,2389.15,2389.24,21styear,PRP
to,to,2389.24,2389.34,21styear,TO
go,go,2389.34,2389.5,21styear,VB
to,to,2389.5,2389.6,21styear,TO
the,the,2389.599999,2389.689999,21styear,DT
morgue,morgue,2389.69,2390.12,21styear,NN
and,and,2390.12,2390.3,21styear,CC
give,give,2390.299999,2390.549999,21styear,VB
this,this,2390.549999,2390.779999,21styear,DT
for,for,2390.79,2390.9,21styear,IN
the,the,2390.9,2391.01,21styear,DT
DNA,<unk>,2391.009999,2391.529999,21styear,NN
sample,sample,2391.54,2392.15,21styear,NN
she,she,2392.17,2392.39,21styear,PRP
says,says,2392.389999,2392.869999,21styear,VBZ
You,you,2392.93,2393.15,21styear,PRP
owe,owe,2393.219999,2393.439999,21styear,VBP
this,this,2393.440001,2393.670001,21styear,DT
to,to,2393.699999,2393.829999,21styear,TO
Margaret,margaret,2393.83,2394.41,21styear,NNP
You,you,2394.5,2394.66,21styear,PRP
have,have,2394.67,2394.99,21styear,VBP
to,to,2394.99,2395.08,21styear,TO
be,be,2395.09,2395.2200000000003,21styear,VB
part,part,2395.22,2395.41,21styear,NN
of,of,2395.41,2395.53,21styear,IN
trying,trying,2395.53,2395.78,21styear,VBG
to,to,2395.78,2395.8700000000003,21styear,TO
find,find,2395.87,2396.27,21styear,VB
her,her,2396.27,2396.61,21styear,PRP$
Alexander,alexander,2396.94,2397.65,21styear,NNP
sighs,<unk>,2397.65,2398.19,21styear,NN
he,he,2398.67,2398.87,21styear,PRP
looks,looks,2398.87,2399.17,21styear,VBZ
so,so,2399.18,2399.42,21styear,RB
much,much,2399.42,2399.73,21styear,JJ
older,older,2399.73,2400.38,21styear,JJR
You,you,2400.65,2400.9500000000003,21styear,PRP
take,take,2400.95,2401.24,21styear,VBP
it,it,2401.24,2401.38,21styear,PRP
in,in,2401.38,2401.56,21styear,IN
Sasha,sasha,2401.57,2402.01,21styear,NNP
She,she,2402.01,2402.2000000000003,21styear,PRP
was,was,2402.2,2402.39,21styear,VBD
your,your,2402.389999,2402.649999,21styear,PRP$
mom,mom,2402.65,2403.28,21styear,NN
She,she,2404.11,2404.35,21styear,PRP
leans,leans,2404.349999,2404.679999,21styear,VBZ
in,in,2404.679999,2405.099999,21styear,IN
all,all,2405.17,2405.33,21styear,DT
she,she,2405.33,2405.48,21styear,PRP
wants,wants,2405.48,2405.78,21styear,VBZ
is,is,2405.78,2405.92,21styear,VBZ
to,to,2405.92,2406.05,21styear,TO
kill,kill,2406.05,2406.4100000000003,21styear,VB
him,him,2406.41,2406.82,21styear,PRP
Alexander,alexander,2407.59,2408.23,21styear,NNP
gets,gets,2408.23,2408.53,21styear,VBZ
up,up,2408.53,2408.7900000000004,21styear,RP
Go,go,2409.08,2409.35,21styear,NNP
home,home,2409.349999,2409.709999,21styear,NN
to,to,2409.71,2409.86,21styear,TO
your,your,2409.86,2410.02,21styear,PRP$
dad,dad,2410.02,2410.59,21styear,NN
Sasha,sasha,2411.129999,2411.4699990000004,21styear,NNP
grabs,grabs,2411.5,2411.8,21styear,VBZ
the,the,2411.799999,2411.889999,21styear,DT
toothbrush,,,,21styear,NN
and,and,2412.52,2412.6,21styear,CC
shoves,shoves,2412.6,2412.92,21styear,VBZ
it,it,2412.92,2413.04,21styear,PRP
in,in,2413.04,2413.13,21styear,IN
her,her,2413.14,2413.26,21styear,PRP$
purse,purse,2413.26,2413.8500000000004,21styear,NN
You,you,2414.08,2414.3,21styear,PRP
broke,broke,2414.3,2414.69,21styear,VBD
Margaret's,margaret's,2414.74,2415.19,21styear,NNP
heart,heart,2415.19,2415.49,21styear,NN
when,when,2415.49,2415.62,21styear,WRB
you,you,2415.62,2415.79,21styear,PRP
slept,slept,2415.79,2416.11,21styear,VBP
with,with,2416.11,2416.3,21styear,IN
me,me,2416.3,2416.52,21styear,PRP
she,she,2416.54,2416.75,21styear,PRP
hisses,hisses,2416.75,2417.24,21styear,VBZ
I,i,2417.32,2417.57,21styear,PRP
hope,hope,2417.57,2417.88,21styear,VBP
her,her,2417.88,2418.01,21styear,PRP$
ghost,ghost,2418.02,2418.39,21styear,NN
haunts,haunts,2418.39,2418.69,21styear,NNS
you,you,2418.69,2418.83,21styear,PRP
forever,forever,2418.83,2419.56,21styear,VBP
Alexander,alexander,2420.23,2420.85,21styear,NNP
leaves,leaves,2420.849999,2421.089999,21styear,VBZ
a,a,2421.09,2421.17,21styear,DT
twenty,twenty,2421.17,2421.57,21styear,NN
for,for,2421.57,2421.7000000000003,21styear,IN
their,their,2421.7,2421.86,21styear,PRP$
coffees,coffees,2421.86,2422.63,21styear,NNS
He,he,2422.69,2422.84,21styear,PRP
doesn't,doesn't,2422.84,2423.13,21styear,VBZ
wait,wait,2423.13,2423.3900000000003,21styear,NN
for,for,2423.389999,2423.519999,21styear,IN
the,the,2423.52,2423.6,21styear,DT
change,change,2423.599999,2424.249999,21styear,NN
Sasha,sasha,2424.58,2424.94,21styear,NNP
can,can,2424.95,2425.11,21styear,MD
hear,hear,2425.11,2425.44,21styear,VB
her,,,,21styear,PRP$
heart,heart,2425.469999,2425.779999,21styear,NN
beating,beating,2425.799999,2426.239999,21styear,VBG
out,out,2426.25,2426.38,21styear,IN
of,of,2426.38,2426.5,21styear,IN
control,control,2426.5,2427.08,21styear,NN
as,as,2427.08,2427.19,21styear,IN
she,she,2427.19,2427.33,21styear,PRP
moves,moves,2427.33,2427.7,21styear,VBZ
to,to,2427.7,2427.82,21styear,TO
the,the,2427.82,2427.9100000000003,21styear,DT
bar,bar,2427.91,2428.4,21styear,NN
The,the,2428.719999,2428.839999,21styear,DT
barman,<unk>,2429.01,2429.24,21styear,NN
asks,asks,2429.24,2429.48,21styear,VBZ
for,for,2429.48,2429.66,21styear,IN
ID,id,2429.66,2430.37,21styear,NNP
I,i,2430.59,2430.7000000000003,21styear,PRP
bet,bet,2430.7,2430.94,21styear,VBP
you,you,2430.94,2431.1,21styear,PRP
didn't,didn't,2431.109999,2431.309999,21styear,VBP
get,get,2431.31,2431.47,21styear,VB
to,to,2431.49,2431.61,21styear,TO
celebrate,celebrate,2431.61,2432.27,21styear,VB
he,he,2432.28,2432.4500000000003,21styear,PRP
says,says,2432.45,2432.79,21styear,VBZ
as,as,2432.79,2432.92,21styear,IN
he,he,2432.92,2433.03,21styear,PRP
looks,looks,2433.03,2433.25,21styear,VBZ
at,at,2433.25,2433.36,21styear,IN
the,the,2433.36,2433.44,21styear,DT
date,date,2433.44,2433.88,21styear,NN
September,september,2434.2,2434.77,21styear,NNP
eighteenth,eighteenth,2434.79,2435.55,21styear,NN
He,he,2436.09,2436.2200000000003,21styear,PRP
slides,slides,2436.22,2436.56,21styear,VBZ
over,over,2436.56,2436.83,21styear,IN
a,a,2436.83,2436.88,21styear,DT
dirty,dirty,2436.88,2437.21,21styear,JJ
martini,martini,2437.21,2437.76,21styear,NN
and,and,2437.76,2437.88,21styear,CC
shrugs,<unk>,2437.88,2438.25,21styear,VB
off,off,2438.25,2438.45,21styear,RP
her,her,2438.45,2438.56,21styear,PRP$
money,money,2438.559999,2439.009999,21styear,NN
He,he,2439.309999,2439.429999,21styear,PRP
tries,tries,2439.429999,2439.759999,21styear,VBZ
to,to,2439.76,2439.88,21styear,TO
pick,pick,2439.88,2440.06,21styear,VB
her,her,2440.059999,2440.219999,21styear,PRP$
up,up,2440.219999,2440.589999,21styear,RP
but,but,2441.179999,2441.329999,21styear,CC
she,she,2441.33,2441.45,21styear,PRP
doesn't,doesn't,2441.46,2441.78,21styear,VBD
let,let,2441.78,2441.99,21styear,VB
him,him,2441.99,2442.26,21styear,PRP
I,i,2448.17,2448.33,21styear,PRP
couldn't,couldn't,2448.33,2448.7,21styear,VBP
