Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
Margaret,margaret,2146.02,2146.36,NNS,21styear,margaret,margaret,0,2146.02,2146.36
in,in,2146.37,2146.49,IN,21styear,in,in,0,2146.37,2146.49
the,the,2146.49,2146.57,DT,21styear,the,the,0,2146.49,2146.57
middle,middle,2146.57,2146.8700000000003,NN,21styear,middle,middle,0,2146.57,2146.8700000000003
of,of,2146.87,2147.01,IN,21styear,of,of,0,2146.87,2147.01
the,the,2147.01,2147.0800000000004,DT,21styear,the,the,0,2147.01,2147.0800000000004
night,night,2147.08,2147.59,NN,21styear,night,night,0,2147.08,2147.59
Sasha's,<unk>,2147.6,2147.61,NN,21styear,sasha's,sasha's,0,2147.6,2147.61
crying,crying,2148.5,2149.13,VBG,21styear,cry,crying,0,2148.5,2149.13
Go,go,2149.35,2149.59,VB,21styear,go,go,0,2149.35,2149.59
to,to,2149.59,2149.74,TO,21styear,to,to,0,2149.59,2149.74
her,her,2149.74,2150.08,PRP$,21styear,her,her,0,2149.74,2150.08
He,he,2150.11,2150.24,PRP,21styear,he,he,0,2150.11,2150.24
whispers,<unk>,2150.4100000000003,2150.92,VBZ,21styear,whisper,whispers,0,2150.4100000000003,2150.92
You,you,2151.33,2151.56,PRP,21styear,you,you,0,2151.33,2151.56
go,go,2151.57,2152.02,VBP,21styear,go,go,0,2151.57,2152.02
Margaret,margaret,2152.61,2152.99,JJ,21styear,margaret,margaret,0,2152.61,2152.99
tiptoes,<unk>,2152.99,2153.44,NNS,21styear,tiptoe,tiptoes,0,2152.99,2153.44
next,next,2153.46,2153.74,IN,21styear,next,next,0,2153.46,2153.74
to,to,2153.75,2153.87,TO,21styear,to,to,0,2153.75,2153.87
Sasha,sasha,2153.87,2154.53,VB,21styear,sasha,sasha,0,2153.87,2154.53
The,the,2154.88,2155.0,DT,21styear,the,the,0,2154.88,2155.0
crying,crying,2155.0,2155.4,NN,21styear,cry,crying,0,2155.0,2155.4
turns,turns,2155.4,2155.83,VBZ,21styear,turn,turns,0,2155.4,2155.83
to,to,2155.83,2155.95,TO,21styear,to,to,0,2155.83,2155.95
dry,dry,2155.95,2156.24,VB,21styear,dry,dry,0,2155.95,2156.24
heaves,heaves,2156.24,2156.89,NNS,21styear,heave,heaves,0,2156.24,2156.89
I'm,i'm,2157.179999,2157.369999,VBP,21styear,i'm,i'm,0,2157.179999,2157.369999
sorry,sorry,2157.37,2157.84,JJ,21styear,sorry,sorry,0,2157.37,2157.84
says,says,2157.849999,2158.109999,VBZ,21styear,say,says,0,2157.849999,2158.109999
Sasha,sasha,2158.119999,2158.639999,NN,21styear,sasha,sasha,0,2158.119999,2158.639999
Hell,hell,2158.68,2158.92,NN,21styear,hell,hell,0,2158.68,2158.92
of,of,2158.92,2159.03,IN,21styear,of,of,0,2158.92,2159.03
a,a,2159.029999,2159.079999,DT,21styear,a,a,0,2159.029999,2159.079999
dream,dream,2159.08,2159.6,NN,21styear,dream,dream,0,2159.08,2159.6
I,i,2160.0,2160.09,NN,21styear,i,i,0,2160.0,2160.09
was,was,2160.09,2160.24,VBD,21styear,wa,was,0,2160.09,2160.24
alone,alone,2160.24,2160.64,RB,21styear,alone,alone,0,2160.24,2160.64
with,with,2160.65,2160.81,IN,21styear,with,with,0,2160.65,2160.81
my,my,2160.83,2161.01,PRP$,21styear,my,my,0,2160.83,2161.01
mom,mom,2161.01,2161.61,NN,21styear,mom,mom,0,2161.01,2161.61
She,she,2161.97,2162.17,PRP,21styear,she,she,0,2161.97,2162.17
catches,catches,2162.17,2162.62,VBZ,21styear,catch,catches,0,2162.17,2162.62
herself,herself,2162.62,2163.15,PRP,21styear,herself,herself,0,2162.62,2163.15
looks,looks,2163.19,2163.42,VBZ,21styear,look,looks,0,2163.19,2163.42
at,at,2163.42,2163.55,IN,21styear,at,at,0,2163.42,2163.55
Margaret,margaret,2163.55,2163.96,NN,21styear,margaret,margaret,0,2163.55,2163.96
who,who,2163.96,2164.1,WP,21styear,who,who,0,2163.96,2164.1
nods,nods,2164.1,2164.77,VBZ,21styear,nod,nods,0,2164.1,2164.77
After,after,2165.22,2165.57,IN,21styear,after,after,0,2165.22,2165.57
she,she,2165.57,2165.74,PRP,21styear,she,she,0,2165.57,2165.74
jumped,jumped,2165.74,2166.27,VBD,21styear,jumped,jumped,0,2165.74,2166.27
they,they,2166.33,2166.46,PRP,21styear,they,they,0,2166.33,2166.46
never,never,2166.46,2166.67,RB,21styear,never,never,0,2166.46,2166.67
let,let,2166.67,2166.88,VBP,21styear,let,let,0,2166.67,2166.88
me,me,2166.88,2167.01,PRP,21styear,me,me,0,2166.88,2167.01
visit,visit,2167.01,2167.2900000000004,VB,21styear,visit,visit,0,2167.01,2167.2900000000004
the,the,2167.29,2167.39,DT,21styear,the,the,0,2167.29,2167.39
hospital,hospital,2167.39,2168.11,NN,21styear,hospital,hospital,0,2167.39,2168.11
I've,i've,2168.59,2168.75,NN,21styear,i've,i've,0,2168.59,2168.75
always,always,2168.75,2169.01,RB,21styear,always,always,0,2168.75,2169.01
wondered,wondered,2169.01,2169.6000000000004,VBD,21styear,wondered,wondered,0,2169.01,2169.6000000000004
what,what,2169.79,2169.97,WP,21styear,what,what,0,2169.79,2169.97
if,if,2169.969999,2170.109999,IN,21styear,if,if,0,2169.969999,2170.109999
I'd,i'd,2170.11,2170.27,JJ,21styear,i'd,i'd,0,2170.11,2170.27
been,been,2170.27,2170.46,VBN,21styear,been,been,0,2170.27,2170.46
there,there,2170.46,2170.84,EX,21styear,there,there,0,2170.46,2170.84
Margaret,margaret,2171.66,2172.06,JJ,21styear,margaret,margaret,0,2171.66,2172.06
and,,,,CC,21styear,and,and,0,,
Sasha,sasha,2172.16,2172.55,NNS,21styear,sasha,sasha,0,2172.16,2172.55
are,are,2172.55,2172.65,VBP,21styear,are,are,0,2172.55,2172.65
quiet,quiet,2172.65,2173.34,JJ,21styear,quiet,quiet,0,2172.65,2173.34
You,you,2173.92,2174.15,PRP,21styear,you,you,0,2173.92,2174.15
saved,saved,2174.15,2174.62,VBD,21styear,saved,saved,0,2174.15,2174.62
someone's,someone's,2174.62,2175.11,JJ,21styear,someone's,someone's,0,2174.62,2175.11
life,life,2175.11,2175.63,NN,21styear,life,life,0,2175.11,2175.63
says,says,2175.71,2176.0,VBZ,21styear,say,says,0,2175.71,2176.0
Margaret,margaret,2176.0,2176.37,VB,21styear,margaret,margaret,0,2176.0,2176.37
finally,finally,2176.369999,2176.999999,RB,21styear,finally,finally,0,2176.369999,2176.999999
You,you,2177.219999,2177.379999,PRP,21styear,you,you,0,2177.219999,2177.379999
couldn't,couldn't,2177.379999,2177.6799990000004,VBP,21styear,couldn't,couldn't,0,2177.379999,2177.6799990000004
save,save,2177.68,2177.99,VB,21styear,save,save,0,2177.68,2177.99
her,her,2177.99,2178.48,PRP$,21styear,her,her,0,2177.99,2178.48
but,but,2178.59,2178.73,CC,21styear,but,but,0,2178.59,2178.73
you,you,2178.73,2178.86,PRP,21styear,you,you,0,2178.73,2178.86
saved,saved,2178.86,2179.28,VBD,21styear,saved,saved,0,2178.86,2179.28
Alexander,alexander,2179.28,2180.17,VB,21styear,alexander,alexander,0,2179.28,2180.17
I,i,2180.53,2180.6800000000003,NNS,21styear,i,i,0,2180.53,2180.6800000000003
know,know,2180.68,2181.12,VBP,21styear,know,know,0,2180.68,2181.12
says,says,2181.2,2181.45,VBZ,21styear,say,says,0,2181.2,2181.45
Sasha,sasha,2181.45,2182.04,JJ,21styear,sasha,sasha,0,2181.45,2182.04
It's,it's,2182.4,2182.67,NNS,21styear,it's,it's,0,2182.4,2182.67
so,so,2182.68,2182.97,RB,21styear,so,so,0,2182.68,2182.97
weird,weird,2182.97,2183.64,JJ,21styear,weird,weird,0,2182.97,2183.64
Sasha,sasha,2184.41,2184.79,NN,21styear,sasha,sasha,0,2184.41,2184.79
gets,gets,2184.79,2185.11,VBZ,21styear,get,gets,0,2184.79,2185.11
up,up,2185.11,2185.55,RP,21styear,up,up,0,2185.11,2185.55
I've,i've,2186.08,2186.28,RB,21styear,i've,i've,0,2186.08,2186.28
been,been,2186.28,2186.44,VBN,21styear,been,been,0,2186.28,2186.44
meaning,meaning,2186.44,2186.77,VBG,21styear,meaning,meaning,0,2186.44,2186.77
to,to,2186.77,2186.93,TO,21styear,to,to,0,2186.77,2186.93
say,say,2186.929999,2187.469999,VB,21styear,say,say,0,2186.929999,2187.469999
You,you,2187.82,2187.9700000000003,PRP,21styear,you,you,0,2187.82,2187.9700000000003
play,play,2187.969999,2188.249999,VBP,21styear,play,play,0,2187.969999,2188.249999
the,the,2188.25,2188.34,DT,21styear,the,the,0,2188.25,2188.34
violin,violin,2188.34,2188.8500000000004,NN,21styear,violin,violin,0,2188.34,2188.8500000000004
much,much,2188.849999,2189.099999,RB,21styear,much,much,0,2188.849999,2189.099999
better,better,2189.11,2189.3900000000003,JJR,21styear,better,better,0,2189.11,2189.3900000000003
than,than,2189.389999,2189.579999,IN,21styear,than,than,0,2189.389999,2189.579999
my,my,2189.58,2189.76,PRP$,21styear,my,my,0,2189.58,2189.76
mom,mom,2189.759999,2190.249999,NN,21styear,mom,mom,0,2189.759999,2190.249999
I,i,2190.759999,2190.839999,JJ,21styear,i,i,0,2190.759999,2190.839999
remember,remember,2190.84,2191.29,VBP,21styear,remember,remember,0,2190.84,2191.29
her,her,2191.29,2191.42,PRP$,21styear,her,her,0,2191.29,2191.42
practicing,practicing,2191.42,2192.37,NN,21styear,practicing,practicing,0,2191.42,2192.37
Three,three,2193.07,2193.3900000000003,CD,21styear,three,three,0,2193.07,2193.3900000000003
colorful,colorful,2193.389999,2193.889999,JJ,21styear,colorful,colorful,0,2193.389999,2193.889999
foam,foam,2193.9,2194.28,NN,21styear,foam,foam,0,2193.9,2194.28
tubes,tubes,2194.309999,2194.949999,NNS,21styear,tube,tubes,0,2194.309999,2194.949999
land,land,2194.949999,2195.329999,VBP,21styear,land,land,0,2194.949999,2195.329999
on,on,2195.33,2195.45,IN,21styear,on,on,0,2195.33,2195.45
the,the,2195.449999,2195.579999,DT,21styear,the,the,0,2195.449999,2195.579999
Indian,indian,2195.58,2195.99,JJ,21styear,indian,indian,0,2195.58,2195.99
bedspread,bedspread,2195.99,2196.74,NN,21styear,bedspread,bedspread,0,2195.99,2196.74
I,i,2197.22,2197.41,NN,21styear,i,i,0,2197.22,2197.41
challenge,challenge,2197.41,2197.97,VBP,21styear,challenge,challenge,0,2197.41,2197.97
you,you,2197.97,2198.13,PRP,21styear,you,you,0,2197.97,2198.13
two,two,2198.13,2198.65,CD,21styear,two,two,0,2198.13,2198.65
Steven,steven,2198.66,2199.08,VBP,21styear,steven,steven,0,2198.66,2199.08
says,says,2199.08,2199.47,VBZ,21styear,say,says,0,2199.08,2199.47
brandishing,brandishing,2199.47,2200.05,VBG,21styear,brandishing,brandishing,0,2199.47,2200.05
the,the,2200.05,2200.15,DT,21styear,the,the,0,2200.05,2200.15
tubes,tubes,2200.15,2200.6600000000003,NNS,21styear,tube,tubes,0,2200.15,2200.6600000000003
Let's,let's,2201.0,2201.26,VBP,21styear,let's,let's,0,2201.0,2201.26
use,use,2201.26,2201.51,IN,21styear,use,use,0,2201.26,2201.51
these,these,2201.51,2201.92,DT,21styear,these,these,0,2201.51,2201.92
to,to,2201.92,2202.05,TO,21styear,to,to,0,2201.92,2202.05
fight,fight,2202.05,2202.8100000000004,VB,21styear,fight,fight,0,2202.05,2202.8100000000004
His,his,2202.95,2203.14,PRP$,21styear,his,his,0,2202.95,2203.14
wife,wife,2203.14,2203.38,NN,21styear,wife,wife,0,2203.14,2203.38
and,and,2203.38,2203.5,CC,21styear,and,and,0,2203.38,2203.5
daughter,daughter,2203.5,2203.85,NN,21styear,daughter,daughter,0,2203.5,2203.85
look,look,2203.85,2204.07,VBP,21styear,look,look,0,2203.85,2204.07
up,up,2204.07,2204.46,RP,21styear,up,up,0,2204.07,2204.46
Steven,steven,2204.7,2205.14,RB,21styear,steven,steven,0,2204.7,2205.14
looks,looks,2205.139999,2205.379999,VBZ,21styear,look,looks,0,2205.139999,2205.379999
like,like,2205.38,2205.54,IN,21styear,like,like,0,2205.38,2205.54
a,a,2205.54,2205.6,DT,21styear,a,a,0,2205.54,2205.6
big,big,2205.61,2205.83,JJ,21styear,big,big,0,2205.61,2205.83
bellied,bellied,2205.849999,2206.229999,VBN,21styear,bellied,bellied,0,2205.849999,2206.229999
clown,clown,2206.23,2206.88,NN,21styear,clown,clown,0,2206.23,2206.88
For,for,2207.559999,2207.769999,IN,21styear,for,for,0,2207.559999,2207.769999
a,a,2207.77,2207.85,DT,21styear,a,a,0,2207.77,2207.85
moment,moment,2207.849999,2208.419999,NN,21styear,moment,moment,0,2207.849999,2208.419999
on,on,2208.559999,2208.729999,IN,21styear,on,on,0,2208.559999,2208.729999
Seventy,seventy,2208.74,2209.21,JJ,21styear,seventy,seventy,0,2208.74,2209.21
fourth,fourth,2209.21,2209.54,JJ,21styear,fourth,fourth,0,2209.21,2209.54
and,and,2209.54,2209.67,CC,21styear,and,and,0,2209.54,2209.67
Columbus,columbus,2209.67,2210.26,JJ,21styear,columbus,columbus,0,2209.67,2210.26
Apartment,apartment,2210.29,2210.85,NN,21styear,apartment,apartment,0,2210.29,2210.85
nine,nine,2210.87,2211.21,CD,21styear,nine,nine,0,2210.87,2211.21
D,d,2211.21,2211.7200000000003,NN,21styear,d,d,0,2211.21,2211.7200000000003
there's,there's,2212.1,2212.3,VBZ,21styear,there's,there's,0,2212.1,2212.3
a,a,2212.299999,2212.349999,DT,21styear,a,a,0,2212.299999,2212.349999
mother,mother,2212.35,2212.7,NN,21styear,mother,mother,0,2212.35,2212.7
and,and,2212.699999,2212.859999,CC,21styear,and,and,0,2212.699999,2212.859999
daughter,daughter,2212.859999,2213.469999,NN,21styear,daughter,daughter,0,2212.859999,2213.469999
there's,there's,2213.609999,2213.809999,VBP,21styear,there's,there's,0,2213.609999,2213.809999
a,a,2213.809999,2213.889999,DT,21styear,a,a,0,2213.809999,2213.889999
dad,dad,2213.889999,2214.509999,NN,21styear,dad,dad,0,2213.889999,2214.509999
there,there,2214.98,2215.17,EX,21styear,there,there,0,2214.98,2215.17
is,is,2215.17,2215.35,VBZ,21styear,is,is,0,2215.17,2215.35
laughter,laughter,2215.35,2215.99,JJR,21styear,laughter,laughter,0,2215.35,2215.99
Two,two,2221.68,2221.85,CD,21styear,two,two,0,2221.68,2221.85
months,months,2221.85,2222.26,NNS,21styear,month,months,0,2221.85,2222.26
later,later,2222.26,2222.82,RB,21styear,later,later,0,2222.26,2222.82
October,october,2222.92,2223.7200000000003,VBP,21styear,october,october,0,2222.92,2223.7200000000003
two,two,2223.75,2224.01,CD,21styear,two,two,0,2223.75,2224.01
thousand,thousand,2224.01,2224.36,VBP,21styear,thousand,thousand,0,2224.01,2224.36
one,one,2224.36,2224.4100000000003,CD,21styear,one,one,0,2224.36,2224.4100000000003
New,new,2225.139999,2225.339999,JJ,21styear,new,new,0,2225.139999,2225.339999
York,york,2225.34,2225.6200000000003,NN,21styear,york,york,0,2225.34,2225.6200000000003
City,city,2225.62,2226.19,NN,21styear,city,city,0,2225.62,2226.19
I,i,2227.059999,2227.169999,VBP,21styear,i,i,0,2227.059999,2227.169999
wish,wish,2227.17,2227.4500000000003,VBP,21styear,wish,wish,0,2227.17,2227.4500000000003
you,you,2227.45,2227.52,PRP,21styear,you,you,0,2227.45,2227.52
weren't,weren't,2227.52,2227.73,VBP,21styear,weren't,weren't,0,2227.52,2227.73
going,going,2227.73,2227.97,VBG,21styear,going,going,0,2227.73,2227.97
back,back,2227.98,2228.23,RB,21styear,back,back,0,2227.98,2228.23
to,to,2228.24,2228.37,TO,21styear,to,to,0,2228.24,2228.37
LA,,,,VB,21styear,la,la,0,,
so,so,2228.71,2228.94,RB,21styear,so,so,0,2228.71,2228.94
soon,soon,2228.94,2229.49,RB,21styear,soon,soon,0,2228.94,2229.49
Not,not,2229.77,2229.99,RB,21styear,not,not,0,2229.77,2229.99
until,until,2229.99,2230.26,IN,21styear,until,until,0,2229.99,2230.26
we,we,2230.26,2230.4,PRP,21styear,we,we,0,2230.26,2230.4
find,find,2230.4,2230.7000000000003,VBP,21styear,find,find,0,2230.4,2230.7000000000003
Gary,gary,2230.699999,2231.349999,JJ,21styear,gary,gary,0,2230.699999,2231.349999
Clara,clara,2231.65,2232.03,NN,21styear,clara,clara,0,2231.65,2232.03
puts,puts,2232.029999,2232.279999,VBZ,21styear,put,puts,0,2232.029999,2232.279999
her,her,2232.279999,2232.409999,PRP$,21styear,her,her,0,2232.279999,2232.409999
arm,arm,2232.41,2232.63,NN,21styear,arm,arm,0,2232.41,2232.63
around,around,2232.63,2232.94,IN,21styear,around,around,0,2232.63,2232.94
Gary's,<unk>,2232.94,2232.9500000000003,NN,21styear,gary's,gary's,0,2232.94,2232.9500000000003
mom,mom,2233.45,2233.99,NN,21styear,mom,mom,0,2233.45,2233.99
She,she,2234.24,2234.43,PRP,21styear,she,she,0,2234.24,2234.43
looks,looks,2234.43,2234.65,VBZ,21styear,look,looks,0,2234.43,2234.65
up,up,2234.65,2235.03,RP,21styear,up,up,0,2234.65,2235.03
so,so,2235.06,2235.33,RB,21styear,so,so,0,2235.06,2235.33
fragile,fragile,2235.33,2236.22,JJ,21styear,fragile,fragile,0,2235.33,2236.22
Clara,clara,2236.68,2237.07,NN,21styear,clara,clara,0,2236.68,2237.07
cuts,cuts,2237.07,2237.3300000000004,VBZ,21styear,cut,cuts,0,2237.07,2237.3300000000004
the,the,2237.33,2237.44,DT,21styear,the,the,0,2237.33,2237.44
scotch,scotch,2237.44,2237.86,NN,21styear,scotch,scotch,0,2237.44,2237.86
tape,tape,2237.88,2238.29,NN,21styear,tape,tape,0,2237.88,2238.29
and,and,2238.29,2238.34,CC,21styear,and,and,0,2238.29,2238.34
Gary's,<unk>,2238.68,2238.81,JJ,21styear,gary's,gary's,0,2238.68,2238.81
mom,mom,2238.81,2239.09,NN,21styear,mom,mom,0,2238.81,2239.09
chooses,chooses,2239.09,2239.59,VBZ,21styear,chooses,chooses,0,2239.09,2239.59
the,the,2239.59,2239.71,DT,21styear,the,the,0,2239.59,2239.71
spot,spot,2239.71,2240.13,NN,21styear,spot,spot,0,2239.71,2240.13
for,for,2240.13,2240.25,IN,21styear,for,for,0,2240.13,2240.25
their,their,2240.25,2240.39,PRP$,21styear,their,their,0,2240.25,2240.39
flier,flier,2240.389999,2241.109999,NN,21styear,flier,flier,0,2240.389999,2241.109999
They,they,2241.71,2241.86,PRP,21styear,they,they,0,2241.71,2241.86
walk,walk,2241.86,2242.1200000000003,VBP,21styear,walk,walk,0,2241.86,2242.1200000000003
the,the,2242.12,2242.24,DT,21styear,the,the,0,2242.12,2242.24
city,city,2242.24,2242.53,NN,21styear,city,city,0,2242.24,2242.53
looking,looking,2242.53,2242.7900000000004,VBG,21styear,looking,looking,0,2242.53,2242.7900000000004
for,for,2242.79,2242.93,IN,21styear,for,for,0,2242.79,2242.93
surfaces,surfaces,2242.929999,2243.509999,NNS,21styear,surface,surfaces,0,2242.929999,2243.509999
to,to,2243.509999,2243.639999,TO,21styear,to,to,0,2243.509999,2243.639999
plaster,plaster,2243.639999,2244.209999,VB,21styear,plaster,plaster,0,2243.639999,2244.209999
their,their,2244.21,2244.41,PRP$,21styear,their,their,0,2244.21,2244.41
plea,plea,2244.42,2244.9700000000003,NN,21styear,plea,plea,0,2244.42,2244.9700000000003
Missing,missing,2245.27,2245.97,VBG,21styear,missing,missing,0,2245.27,2245.97
since,since,2245.98,2246.34,IN,21styear,since,since,0,2245.98,2246.34
nine,nine,2246.349999,2246.699999,CD,21styear,nine,nine,0,2246.349999,2246.699999
eleven,eleven,2246.7,2247.39,RB,21styear,eleven,eleven,0,2246.7,2247.39
Gary's,<unk>,2248.01,2248.0200000000004,JJ,21styear,gary's,gary's,0,2248.01,2248.0200000000004
face,face,2248.449999,2248.789999,NN,21styear,face,face,0,2248.449999,2248.789999
looks,looks,2248.789999,2248.959999,VBZ,21styear,look,looks,0,2248.789999,2248.959999
up,up,2248.959999,2249.099999,RP,21styear,up,up,0,2248.959999,2249.099999
from,from,2249.1,2249.22,IN,21styear,from,from,0,2249.1,2249.22
the,the,2249.219999,2249.319999,DT,21styear,the,the,0,2249.219999,2249.319999
flier,flier,2249.32,2250.01,NN,21styear,flier,flier,0,2249.32,2250.01
elated,elated,2250.289999,2250.969999,VBD,21styear,elated,elated,0,2250.289999,2250.969999
graduating,graduating,2250.969999,2251.749999,VBG,21styear,graduating,graduating,0,2250.969999,2251.749999
cap,,,,NN,21styear,cap,cap,0,,
and,and,2252.13,2252.24,CC,21styear,and,and,0,2252.13,2252.24
gown,gown,2252.24,2252.61,NN,21styear,gown,gown,0,2252.24,2252.61
and,and,2252.61,2252.76,CC,21styear,and,and,0,2252.61,2252.76
all,all,2252.76,2253.21,DT,21styear,all,all,0,2252.76,2253.21
They,they,2253.85,2254.03,PRP,21styear,they,they,0,2253.85,2254.03
tape,tape,2254.03,2254.3300000000004,VBD,21styear,tape,tape,0,2254.03,2254.3300000000004
his,his,2254.33,2254.48,PRP$,21styear,his,his,0,2254.33,2254.48
face,face,2254.48,2254.85,NN,21styear,face,face,0,2254.48,2254.85
next,next,2254.85,2255.08,IN,21styear,next,next,0,2254.85,2255.08
to,to,2255.08,2255.22,TO,21styear,to,to,0,2255.08,2255.22
the,the,2255.22,2255.33,DT,21styear,the,the,0,2255.22,2255.33
weathered,weathered,2255.33,2255.7,JJ,21styear,weathered,weathered,0,2255.33,2255.7
fliers,fliers,2255.7,2256.41,NNS,21styear,flier,fliers,0,2255.7,2256.41
of,of,2256.66,2256.86,IN,21styear,of,of,0,2256.66,2256.86
missing,missing,2256.86,2257.32,VBG,21styear,missing,missing,0,2256.86,2257.32
bankers,bankers,2257.32,2257.9,NNS,21styear,banker,bankers,0,2257.32,2257.9
secretaries,secretaries,2257.91,2258.82,NNS,21styear,secretary,secretaries,0,2257.91,2258.82
firefighters,firefighters,2258.83,2259.88,NNS,21styear,firefighter,firefighters,0,2258.83,2259.88
They,they,2260.16,2260.32,PRP,21styear,they,they,0,2260.16,2260.32
run,run,2260.32,2260.55,VBP,21styear,run,run,0,2260.32,2260.55
out,out,2260.55,2260.96,RP,21styear,out,out,0,2260.55,2260.96
but,,,,CC,21styear,but,but,0,,
Gary's,<unk>,2261.639999,2261.769999,JJ,21styear,gary's,gary's,0,2261.639999,2261.769999
mom,mom,2261.78,2262.09,NN,21styear,mom,mom,0,2261.78,2262.09
is,is,2262.09,2262.27,VBZ,21styear,is,is,0,2262.09,2262.27
not,not,2262.27,2262.55,RB,21styear,not,not,0,2262.27,2262.55
done,done,2262.559999,2263.039999,VBN,21styear,done,done,0,2262.559999,2263.039999
She,she,2263.27,2263.45,PRP,21styear,she,she,0,2263.27,2263.45
pulls,pulls,2263.45,2263.76,VBZ,21styear,pull,pulls,0,2263.45,2263.76
Clara,clara,2263.759999,2264.219999,NN,21styear,clara,clara,0,2263.759999,2264.219999
into,into,2264.25,2264.5,IN,21styear,into,into,0,2264.25,2264.5
the,the,2264.5,2264.6,DT,21styear,the,the,0,2264.5,2264.6
Kinko's,kinko's,2264.599999,2265.059999,NN,21styear,kinko's,kinko's,0,2264.599999,2265.059999
on,on,2265.059999,2265.199999,IN,21styear,on,on,0,2265.059999,2265.199999
seventy,seventy,2265.21,2265.58,JJ,21styear,seventy,seventy,0,2265.21,2265.58
second,second,2265.58,2265.94,JJ,21styear,second,second,0,2265.58,2265.94
and,and,2265.94,2266.05,CC,21styear,and,and,0,2265.94,2266.05
Broadway,broadway,2266.049999,2266.759999,JJ,21styear,broadway,broadway,0,2266.049999,2266.759999
I've,i've,2267.35,2267.56,NN,21styear,i've,i've,0,2267.35,2267.56
noticed,noticed,2267.559999,2267.949999,VBD,21styear,noticed,noticed,0,2267.559999,2267.949999
the,the,2267.969999,2268.119999,DT,21styear,the,the,0,2267.969999,2268.119999
successful,successful,2268.119999,2268.749999,JJ,21styear,successful,successful,0,2268.119999,2268.749999
fliers,fliers,2268.75,2269.41,NNS,21styear,flier,fliers,0,2268.75,2269.41
how,how,2269.42,2269.6,WRB,21styear,how,how,0,2269.42,2269.6
they,they,2269.6,2269.76,PRP,21styear,they,they,0,2269.6,2269.76
do,do,2269.76,2270.03,VBP,21styear,do,do,0,2269.76,2270.03
it,it,2270.03,2270.25,PRP,21styear,it,it,0,2270.03,2270.25
she,she,2270.36,2270.58,PRP,21styear,she,she,0,2270.36,2270.58
whispers,<unk>,2270.88,2271.2200000000003,VBZ,21styear,whisper,whispers,0,2270.88,2271.2200000000003
Successful,successful,2271.76,2272.42,JJ,21styear,successful,successful,0,2271.76,2272.42
fliers,fliers,2272.42,2273.09,NNS,21styear,flier,fliers,0,2272.42,2273.09
asks,asks,2273.13,2273.4500000000003,VBZ,21styear,asks,asks,0,2273.13,2273.4500000000003
Clara,clara,2273.45,2274.03,VBP,21styear,clara,clara,0,2273.45,2274.03
The,the,2274.52,2274.66,DT,21styear,the,the,0,2274.52,2274.66
hand,hand,2274.66,2274.95,NN,21styear,hand,hand,0,2274.66,2274.95
of,of,2274.95,2275.06,IN,21styear,of,of,0,2274.95,2275.06
Gary's,<unk>,2275.35,2275.45,NN,21styear,gary's,gary's,0,2275.35,2275.45
mom,mom,2275.49,2275.75,NN,21styear,mom,mom,0,2275.49,2275.75
shakes,shakes,2275.75,2276.46,VBZ,21styear,shake,shakes,0,2275.75,2276.46
She,she,2276.76,2276.94,PRP,21styear,she,she,0,2276.76,2276.94
pulls,pulls,2276.94,2277.18,VBZ,21styear,pull,pulls,0,2276.94,2277.18
a,a,2277.179999,2277.249999,DT,21styear,a,a,0,2277.179999,2277.249999
faded,faded,2277.25,2277.54,JJ,21styear,faded,faded,0,2277.25,2277.54
Polaroid,polaroid,2277.54,2278.03,NN,21styear,polaroid,polaroid,0,2277.54,2278.03
out,out,2278.03,2278.1400000000003,IN,21styear,out,out,0,2278.03,2278.1400000000003
of,of,2278.139999,2278.259999,IN,21styear,of,of,0,2278.139999,2278.259999
her,her,2278.26,2278.3900000000003,PRP$,21styear,her,her,0,2278.26,2278.3900000000003
purse,purse,2278.389999,2278.889999,NN,21styear,purse,purse,0,2278.389999,2278.889999
Gary,gary,2279.16,2279.68,NN,21styear,gary,gary,0,2279.16,2279.68
the,the,2279.69,2279.83,DT,21styear,the,the,0,2279.69,2279.83
toddler,toddler,2279.84,2280.44,NN,21styear,toddler,toddler,0,2279.84,2280.44
bikes,bikes,2280.46,2280.85,NNS,21styear,bike,bikes,0,2280.46,2280.85
on,on,2280.849999,2280.949999,IN,21styear,on,on,0,2280.849999,2280.949999
the,the,2280.95,2281.04,DT,21styear,the,the,0,2280.95,2281.04
grass,grass,2281.04,2281.71,NN,21styear,grass,grass,0,2281.04,2281.71
Let's,let's,2282.34,2282.6200000000003,NN,21styear,let's,let's,0,2282.34,2282.6200000000003
add,add,2282.62,2282.82,VB,21styear,add,add,0,2282.62,2282.82
this,this,2282.82,2283.04,DT,21styear,this,this,0,2282.82,2283.04
photo,photo,2283.04,2283.37,NN,21styear,photo,photo,0,2283.04,2283.37
next,next,2283.37,2283.95,IN,21styear,next,next,0,2283.37,2283.95
then,then,2284.109999,2284.299999,RB,21styear,then,then,0,2284.109999,2284.299999
I,i,2284.299999,2284.349999,VB,21styear,i,i,0,2284.299999,2284.349999
want,want,2284.35,2284.57,VBP,21styear,want,want,0,2284.35,2284.57
you,you,2284.57,2284.7200000000003,PRP,21styear,you,you,0,2284.57,2284.7200000000003
